DEBUG:root:15:00:40.953 | Communications.py              | Line:43    | Class:SerialDevice    | Name:None                           -> INIT
DEBUG:root:08:54:05.008 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio rxstop\r\n'
DEBUG:root:08:54:05.115 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:05.229 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio rx 0\r\n'
DEBUG:root:08:54:05.334 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:05.447 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio rxstop\r\n'
DEBUG:root:08:54:05.551 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:05.665 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio tx 3030303441333042303130433931333800012d000134\r\n'
DEBUG:root:08:54:05.769 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:05.773 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'radio_tx_ok\r\n'
DEBUG:root:08:54:05.777 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio set pwr 13\r\n'
DEBUG:root:08:54:05.881 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:05.995 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio rxstop\r\n'
DEBUG:root:08:54:06.099 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:06.213 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio rx 0\r\n'
DEBUG:root:08:54:06.317 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:06.432 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio rxstop\r\n'
DEBUG:root:08:54:06.535 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:06.650 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio tx 3030303441333042303130433931333800012d000135\r\n'
DEBUG:root:08:54:06.755 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:06.759 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'radio_tx_ok\r\n'
DEBUG:root:08:54:06.763 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio set pwr 12\r\n'
DEBUG:root:08:54:06.866 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:06.976 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio rxstop\r\n'
DEBUG:root:08:54:07.079 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:07.195 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio rx 0\r\n'
DEBUG:root:08:54:07.300 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:07.414 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio rxstop\r\n'
DEBUG:root:08:54:07.517 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:07.633 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio tx 3030303441333042303130433931333800012d000136\r\n'
DEBUG:root:08:54:07.737 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:07.741 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'radio_tx_ok\r\n'
DEBUG:root:08:54:07.745 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio set pwr 11\r\n'
DEBUG:root:08:54:07.849 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:07.957 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio rxstop\r\n'
DEBUG:root:08:54:08.071 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:08.176 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio rx 0\r\n'
DEBUG:root:08:54:08.279 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:08.393 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio rxstop\r\n'
DEBUG:root:08:54:08.497 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:08.611 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio tx 3030303441333042303130433931333800012d000137\r\n'
DEBUG:root:08:54:08.715 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:08.718 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'radio_tx_ok\r\n'
DEBUG:root:08:54:08.723 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio set pwr 10\r\n'
DEBUG:root:08:54:08.826 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:08.938 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio rxstop\r\n'
DEBUG:root:08:54:09.042 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:09.161 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio rx 0\r\n'
DEBUG:root:08:54:09.265 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:09.377 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio rxstop\r\n'
DEBUG:root:08:54:09.482 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:09.597 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio tx 3030303441333042303130433931333800012d000138\r\n'
DEBUG:root:08:54:09.701 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:09.704 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'radio_tx_ok\r\n'
DEBUG:root:08:54:09.710 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio set pwr 9\r\n'
DEBUG:root:08:54:09.814 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:09.925 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio rxstop\r\n'
DEBUG:root:08:54:10.030 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:10.143 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio rx 0\r\n'
DEBUG:root:08:54:10.247 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:10.363 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio rxstop\r\n'
DEBUG:root:08:54:10.466 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:10.580 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio tx 3030303441333042303130433931333800012d000139\r\n'
DEBUG:root:08:54:10.683 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:10.686 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'radio_tx_ok\r\n'
DEBUG:root:08:54:10.691 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio set pwr 8\r\n'
DEBUG:root:08:54:10.795 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:10.905 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio rxstop\r\n'
DEBUG:root:08:54:11.008 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:11.122 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio rx 0\r\n'
DEBUG:root:08:54:11.225 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:11.340 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio rxstop\r\n'
DEBUG:root:08:54:11.444 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:11.556 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio tx 3030303441333042303130433931333800012d00013130\r\n'
DEBUG:root:08:54:11.660 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:11.663 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'radio_tx_ok\r\n'
DEBUG:root:08:54:11.668 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio set pwr 7\r\n'
DEBUG:root:08:54:11.771 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:11.885 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio rxstop\r\n'
DEBUG:root:08:54:11.988 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:12.105 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio rx 0\r\n'
DEBUG:root:08:54:12.209 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:12.323 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio rxstop\r\n'
DEBUG:root:08:54:12.426 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:12.541 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio tx 3030303441333042303130433931333800012d00013131\r\n'
DEBUG:root:08:54:12.644 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:12.647 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'radio_tx_ok\r\n'
DEBUG:root:08:54:12.652 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio set pwr 6\r\n'
DEBUG:root:08:54:12.756 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:12.868 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio rxstop\r\n'
DEBUG:root:08:54:12.972 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:13.086 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio rx 0\r\n'
DEBUG:root:08:54:13.189 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:13.303 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio rxstop\r\n'
DEBUG:root:08:54:13.406 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:13.522 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio tx 3030303441333042303130433931333800012d00013132\r\n'
DEBUG:root:08:54:13.626 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:13.629 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'radio_tx_ok\r\n'
DEBUG:root:08:54:13.634 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio set pwr 5\r\n'
DEBUG:root:08:54:13.737 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:13.849 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio rxstop\r\n'
DEBUG:root:08:54:13.953 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:14.067 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio rx 0\r\n'
DEBUG:root:08:54:14.171 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:14.287 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio rxstop\r\n'
DEBUG:root:08:54:14.390 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:14.504 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio tx 3030303441333042303130433931333800012d00013133\r\n'
DEBUG:root:08:54:14.608 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:14.612 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'radio_tx_ok\r\n'
DEBUG:root:08:54:14.616 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio set pwr 4\r\n'
DEBUG:root:08:54:14.721 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:14.832 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio rxstop\r\n'
DEBUG:root:08:54:14.936 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:15.051 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio rx 0\r\n'
DEBUG:root:08:54:15.155 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:15.270 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio rxstop\r\n'
DEBUG:root:08:54:15.373 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:15.487 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio tx 3030303441333042303130433931333800012d00013134\r\n'
DEBUG:root:08:54:15.591 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:15.594 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'radio_tx_ok\r\n'
DEBUG:root:08:54:15.599 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio set pwr 3\r\n'
DEBUG:root:08:54:15.702 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:15.815 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio rxstop\r\n'
DEBUG:root:08:54:15.919 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:16.032 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio rx 0\r\n'
DEBUG:root:08:54:16.137 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:16.251 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio rxstop\r\n'
DEBUG:root:08:54:16.354 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:16.470 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio tx 3030303441333042303130433931333800012d00013135\r\n'
DEBUG:root:08:54:16.573 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:16.576 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'radio_tx_ok\r\n'
DEBUG:root:08:54:16.582 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio set pwr 2\r\n'
DEBUG:root:08:54:16.685 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:16.797 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio rxstop\r\n'
DEBUG:root:08:54:16.900 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:17.014 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio rx 0\r\n'
DEBUG:root:08:54:17.118 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:17.233 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio rxstop\r\n'
DEBUG:root:08:54:17.337 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:17.452 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio tx 3030303441333042303130433931333800012d00013136\r\n'
DEBUG:root:08:54:17.555 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:17.558 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'radio_tx_ok\r\n'
DEBUG:root:08:54:18.033 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio set cr 4/6\r\n'
DEBUG:root:08:54:18.138 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:18.142 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio set pwr 20\r\n'
DEBUG:root:08:54:18.246 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:18.361 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio rxstop\r\n'
DEBUG:root:08:54:18.465 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:18.579 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio rx 0\r\n'
DEBUG:root:08:54:18.684 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:18.798 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio rxstop\r\n'
DEBUG:root:08:54:18.903 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:19.018 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio tx 3030303441333042303130433931333800012d00013137\r\n'
DEBUG:root:08:54:19.122 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:19.125 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'radio_tx_ok\r\n'
DEBUG:root:08:54:19.130 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio set pwr 17\r\n'
DEBUG:root:08:54:19.233 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:19.343 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio rxstop\r\n'
DEBUG:root:08:54:19.448 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:19.560 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio rx 0\r\n'
DEBUG:root:08:54:19.665 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:19.780 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio rxstop\r\n'
DEBUG:root:08:54:19.884 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:19.998 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio tx 3030303441333042303130433931333800012d00013138\r\n'
DEBUG:root:08:54:20.102 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:20.105 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'radio_tx_ok\r\n'
DEBUG:root:08:54:20.110 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio set pwr 16\r\n'
DEBUG:root:08:54:20.213 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:20.325 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio rxstop\r\n'
DEBUG:root:08:54:20.429 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:20.544 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio rx 0\r\n'
DEBUG:root:08:54:20.648 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:20.761 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio rxstop\r\n'
DEBUG:root:08:54:20.865 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:20.981 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio tx 3030303441333042303130433931333800012d00013139\r\n'
DEBUG:root:08:54:21.085 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:21.090 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'radio_tx_ok\r\n'
DEBUG:root:08:54:21.094 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio set pwr 15\r\n'
DEBUG:root:08:54:21.199 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:21.306 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio rxstop\r\n'
DEBUG:root:08:54:21.410 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:21.526 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio rx 0\r\n'
DEBUG:root:08:54:21.629 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:21.743 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio rxstop\r\n'
DEBUG:root:08:54:21.847 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:21.964 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio tx 3030303441333042303130433931333800012d00013230\r\n'
DEBUG:root:08:54:22.069 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:22.073 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'radio_tx_ok\r\n'
DEBUG:root:08:54:22.077 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio set pwr 14\r\n'
DEBUG:root:08:54:22.181 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:22.292 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio rxstop\r\n'
DEBUG:root:08:54:22.395 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:22.510 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio rx 0\r\n'
DEBUG:root:08:54:22.614 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:22.729 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio rxstop\r\n'
DEBUG:root:08:54:22.832 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:22.947 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio tx 3030303441333042303130433931333800012d00013231\r\n'
DEBUG:root:08:54:23.051 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:23.055 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'radio_tx_ok\r\n'
DEBUG:root:08:54:23.060 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio set pwr 13\r\n'
DEBUG:root:08:54:23.163 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:23.275 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio rxstop\r\n'
DEBUG:root:08:54:23.379 | Communications.py              | Line:133   | Class:SerialDevice    | Name:None                           -> Serial receive: b'ok\r\n'
DEBUG:root:08:54:23.494 | Communications.py              | Line:115   | Class:SerialDevice    | Name:None                           -> Serial send: b'radio rx 0\r\n'
